hired,service_year,nvq_level,length_of_service,employee_status,monthly_leaves,average_montly_hours,handle_appointments,customer_satisfaction_level,monthly_basic_salary,yearly_increment
2020,2021,4,1,1,4,172,19,2,34000,0
2019,2020,3,1,1,0,208,11,2,37000,0
2017,2020,2,3,2,1,244,31,2,39000,1
2019,2020,3,1,1,0,212,24,3,39000,0
2019,2021,2,2,2,4,226,35,2,38000,1
2019,2020,2,1,1,3,180,15,3,35000,0
2017,2021,4,4,2,0,271,31,2,43000,1
2016,2018,5,2,2,0,281,39,2,52000,1
2017,2018,5,1,1,5,165,11,2,37000,0
2018,2020,2,2,2,1,250,36,3,38000,1
2016,2021,3,5,2,0,262,42,2,53000,1
2016,2019,2,3,2,4,211,34,2,40000,0
2018,2021,4,3,2,0,270,43,2,66000,1
2015,2016,3,1,1,3,177,24,1,33000,0
2015,2020,3,5,2,4,216,36,2,40000,0
2020,2021,4,1,1,2,192,25,2,30000,1
2017,2021,2,4,2,4,216,38,2,40000,0
2016,2020,2,4,2,5,206,26,3,39000,0
2017,2020,3,3,2,0,252,42,1,51000,1
2015,2016,2,1,1,2,188,21,2,32000,1
2016,2021,4,5,2,5,210,26,3,38000,0
2019,2020,4,1,1,3,178,15,1,32000,0
2016,2020,3,4,2,2,235,43,1,54000,1
2017,2021,3,4,2,5,209,22,2,39000,0
2018,2019,2,1,1,0,220,11,2,39000,0
2017,2020,2,3,2,5,206,24,2,38000,0
2018,2019,4,1,1,2,185,20,1,25000,1
2018,2020,2,2,2,2,241,44,3,39000,1
2018,2021,2,3,2,0,277,41,2,39000,1
2018,2021,5,3,2,2,231,43,2,67000,1
2020,2021,2,1,1,5,161,13,3,39000,0
2020,2021,5,1,1,5,166,10,2,32000,0
2017,2021,4,4,2,0,298,31,1,50000,1
2018,2020,4,2,2,2,243,30,3,38000,0
2018,2020,4,2,2,5,210,28,2,39000,0
2020,2021,5,1,1,3,176,22,1,34000,0
2017,2021,3,4,2,2,243,36,2,44000,1
2017,2020,3,3,2,0,275,39,2,53000,1
2020,2021,2,1,1,1,197,14,1,33000,0
2020,2021,4,1,1,0,215,13,1,39000,0
2015,2018,5,3,2,0,295,45,1,65000,1
2019,2021,4,2,2,1,241,32,3,39000,1
2020,2021,3,1,1,1,197,17,3,38000,0
2015,2016,2,1,1,4,176,13,1,38000,0
2019,2021,3,2,2,4,226,36,2,38000,1
2019,2021,5,2,2,1,241,37,2,49000,1
2018,2020,3,2,2,5,200,30,3,39000,0
2017,2020,2,3,2,5,209,28,1,39000,0
2018,2019,5,1,1,3,179,20,2,25000,0
2018,2021,5,3,2,5,205,24,1,38000,0
2018,2021,2,3,2,4,227,38,2,39000,1
2018,2019,2,1,1,2,191,14,3,36000,0
2020,2021,2,1,1,0,212,11,3,32000,0
2018,2021,2,3,2,0,287,36,1,39000,1
2019,2020,4,1,1,5,163,12,1,32000,0
2015,2020,3,5,2,3,235,41,1,50000,1
2015,2019,4,1,1,5,167,15,1,37000,0
2019,2021,2,2,2,0,275,30,1,39000,0
2017,2021,5,4,2,1,245,30,1,40000,0
2018,2020,3,2,2,3,229,40,3,39000,1
2019,2020,3,1,1,5,165,23,3,34000,0
2020,2021,5,1,1,1,192,19,1,33000,1
2017,2021,2,4,2,5,209,25,2,39000,0
2015,2017,3,2,2,0,258,32,1,44000,1
2016,2017,2,1,1,5,161,22,1,33000,0
2019,2021,4,2,2,5,204,27,1,38000,0
2019,2020,2,1,1,4,169,23,2,32000,0
2016,2018,2,2,2,5,209,24,1,39000,0
2017,2019,5,2,2,3,227,33,1,46000,1
2017,2021,3,4,2,2,234,36,1,42000,1
2017,2020,4,3,2,1,246,39,1,54000,1
2015,2016,2,1,1,5,160,11,2,34000,0
2020,2021,3,1,1,3,181,12,1,33000,0
2019,2021,3,2,2,0,268,31,3,40000,1
2018,2019,3,1,1,0,220,11,1,31000,0
2016,2021,2,5,2,3,228,33,3,39000,1
2019,2020,4,1,1,2,191,13,1,34000,0
2019,2020,3,1,1,0,200,23,1,27000,1
2018,2019,3,1,1,2,192,19,1,26000,1
2015,2018,3,3,2,0,254,40,1,49000,1
2016,2018,4,2,2,0,298,44,2,69000,1
2016,2018,4,2,2,0,278,38,2,52000,1
2015,2017,4,2,2,5,204,25,3,40000,0
2018,2019,2,1,1,3,180,15,2,40000,0
2015,2016,2,1,1,2,188,11,2,36000,0
2018,2019,4,1,1,4,168,10,1,36000,0
2020,2021,5,1,1,4,170,17,1,39000,0
2020,2021,2,1,1,3,177,10,2,33000,0
2018,2021,2,3,2,0,283,43,2,39000,1
2015,2020,5,5,2,1,242,42,1,65000,1
2018,2020,5,2,2,1,246,31,1,52000,1
2018,2020,5,2,2,3,240,32,3,39000,1
2017,2020,4,3,2,5,202,30,1,38000,0
2018,2020,3,2,2,2,238,42,2,44000,1
2016,2018,3,2,2,1,250,35,2,47000,1
2018,2020,4,2,2,4,228,38,2,39000,1
2016,2019,3,3,2,2,235,45,2,45000,1
2020,2021,2,1,1,4,173,14,3,31000,0
2019,2020,4,1,1,1,192,20,1,30000,1
2020,2021,2,1,1,1,199,14,2,32000,0
2018,2020,3,2,2,3,223,42,2,52000,1
2019,2020,2,1,1,2,184,10,3,39000,0
2019,2020,4,1,1,5,160,17,2,34000,0
2019,2020,5,1,1,3,177,11,1,37000,0
2015,2020,4,5,2,5,208,25,1,40000,0
2019,2021,5,2,2,2,248,35,3,40000,1
2019,2021,2,2,2,5,206,25,1,38000,0
2016,2020,2,4,2,4,222,36,3,39000,1
2017,2020,3,3,2,2,247,33,1,52000,1
2020,2021,2,1,1,5,160,11,2,34000,0
2015,2019,4,1,1,2,190,13,1,37000,0
2018,2021,3,3,2,5,206,28,2,39000,0
2015,2021,4,6,2,0,251,40,1,41000,1
2015,2021,3,6,2,5,200,22,1,39000,0
2017,2021,4,4,2,2,241,37,1,45000,1
2015,2016,4,1,1,3,178,14,2,39000,0
2019,2020,3,1,1,1,196,25,1,29000,1
2020,2021,4,1,1,3,178,17,2,33000,0
2019,2021,3,2,2,3,222,31,1,43000,1
2019,2020,4,1,1,5,161,18,1,32000,0
2017,2020,4,3,2,5,207,23,1,40000,0
2016,2018,4,2,2,2,248,34,1,50000,1
2017,2020,4,3,2,0,265,39,1,52000,1
2020,2021,4,1,1,5,168,14,1,32000,0
2019,2021,4,2,2,3,226,37,1,54000,1
2020,2021,3,1,1,1,196,18,3,39000,0
2017,2018,3,1,1,1,197,23,2,30000,1
2020,2021,4,1,1,0,219,22,3,33000,0
2017,2020,4,3,2,2,233,34,2,47000,1
2016,2017,3,1,1,3,184,15,2,33000,0
2017,2021,2,4,2,0,260,34,3,39000,1
2018,2021,2,3,2,5,201,28,2,39000,0
2016,2018,3,2,2,5,208,25,1,39000,0
2016,2018,5,2,2,4,210,29,1,38000,0
2019,2021,3,2,2,5,205,30,1,38000,0
2018,2020,3,2,2,1,250,44,2,51000,1
2017,2020,2,3,2,0,256,41,3,38000,1
2020,2021,5,1,1,1,199,12,1,37000,0
2016,2019,4,3,2,5,208,26,3,38000,0
2016,2020,3,4,2,1,242,44,3,39000,1
2015,2018,4,3,2,2,250,34,1,50000,1
2015,2019,3,1,1,4,171,12,3,36000,0
2018,2019,3,1,1,2,191,12,1,31000,0
2018,2020,5,2,2,1,250,36,1,41000,1
2017,2019,2,2,2,1,243,35,1,38000,1
2020,2021,3,1,1,4,174,24,3,32000,0
2016,2018,5,2,2,0,282,39,2,40000,1
2020,2021,2,1,1,0,204,22,2,31000,1
2018,2020,3,2,2,1,240,43,2,46000,1
2020,2021,2,1,1,5,162,20,1,35000,0
2018,2019,2,1,1,1,197,18,1,30000,1
2017,2020,4,3,2,3,235,45,2,49000,1
2015,2019,4,1,1,5,164,18,3,39000,0
2018,2020,2,2,2,3,222,35,1,38000,1
2016,2020,2,4,2,1,247,36,1,39000,1
2015,2016,2,1,1,4,174,21,3,37000,0
2019,2021,4,2,2,0,251,37,2,44000,1
2019,2020,3,1,1,0,219,25,2,33000,1
2016,2020,2,4,2,5,203,26,2,40000,0
2017,2018,3,1,1,2,187,18,1,32000,1
2015,2020,5,5,2,3,220,32,1,46000,0
2018,2020,2,2,2,5,206,28,2,39000,0
2017,2019,2,2,2,1,247,33,2,40000,1
2019,2020,4,1,1,5,165,19,2,30000,0
2015,2019,3,1,1,3,179,12,1,37000,0
2017,2021,5,4,2,2,232,36,2,54000,1
2015,2017,3,2,2,1,240,45,2,53000,1
2018,2021,5,3,2,2,233,42,2,65000,1
2019,2020,2,1,1,3,177,23,3,40000,0
2020,2021,5,1,1,1,197,18,2,33000,1
2020,2021,4,1,1,0,201,13,1,40000,0
2018,2021,5,3,2,4,215,32,1,39000,0
2018,2019,5,1,1,3,176,24,2,32000,0
2016,2020,2,4,2,0,294,32,3,39000,1
2018,2021,5,3,2,3,237,32,1,54000,1
2018,2020,4,2,2,3,224,44,2,44000,1
2019,2020,2,1,1,2,185,20,3,31000,0
2015,2021,3,6,2,4,210,25,2,38000,0
2019,2020,3,1,1,3,184,24,1,29000,1
2019,2021,4,2,2,3,225,43,1,42000,1
2016,2021,3,5,2,5,206,23,1,39000,0
2018,2019,2,1,1,5,161,14,2,36000,0
2019,2021,3,2,2,5,205,29,1,39000,0
2020,2021,5,1,1,2,188,25,2,31000,1
2020,2021,5,1,1,2,192,12,1,36000,0
2019,2021,3,2,2,3,231,37,2,48000,1
2016,2017,5,1,1,0,201,18,1,29000,1
2020,2021,2,1,1,2,184,13,3,38000,0
2017,2020,4,3,2,4,212,31,2,39000,0
2020,2021,4,1,1,3,184,19,1,26000,1
2015,2021,5,6,2,2,236,45,1,68000,1
2015,2019,4,1,1,1,198,21,2,33000,1
2019,2021,5,2,2,4,226,35,1,39000,1
2016,2020,5,4,2,5,200,29,2,39000,0
2015,2017,5,2,2,2,234,44,1,61000,1
2015,2017,5,2,2,4,218,44,1,39000,0
2016,2021,5,5,2,2,245,38,1,48000,1
2019,2021,2,2,2,0,281,36,3,39000,1
2018,2019,5,1,1,5,160,18,2,39000,0
2018,2020,5,2,2,0,288,36,1,46000,1
2018,2021,2,3,2,1,250,43,2,40000,1
2019,2020,5,1,1,0,200,19,1,27000,1
2016,2017,2,1,1,4,168,23,3,40000,0
2017,2018,5,1,1,3,176,16,1,28000,0
2017,2021,3,4,2,0,275,39,1,51000,1
2016,2017,4,1,1,1,198,18,2,27000,1
2015,2021,5,6,2,2,248,44,1,68000,1
2020,2021,4,1,1,0,214,21,3,34000,0
2015,2020,3,5,2,1,246,30,1,46000,0
2018,2020,2,2,2,5,203,25,1,39000,0
2019,2021,5,2,2,2,233,44,1,69000,1
2015,2020,3,5,2,2,240,41,2,55000,1
2017,2020,2,3,2,3,230,42,2,39000,1
2019,2021,3,2,2,1,245,30,1,49000,0
2015,2021,4,6,2,5,209,26,1,39000,0
2019,2021,4,2,2,4,220,44,2,39000,0
2017,2018,4,1,1,4,168,10,1,35000,0
2018,2021,4,3,2,1,244,39,2,55000,1
2016,2018,2,2,2,1,249,45,2,40000,1
2017,2018,2,1,1,0,205,18,2,31000,1
2016,2021,5,5,2,0,275,38,2,49000,1
2019,2020,5,1,1,2,187,25,1,33000,1
2018,2020,2,2,2,4,215,30,1,39000,0
2016,2020,5,4,2,5,203,27,1,40000,0
2019,2021,5,2,2,4,223,42,1,40000,1
2015,2018,4,3,2,1,242,45,1,69000,1
2020,2021,2,1,1,4,171,10,3,33000,0
2015,2019,4,1,1,1,193,15,3,39000,0
2019,2021,4,2,2,5,209,29,2,39000,0
2016,2019,5,3,2,3,225,41,1,52000,1
2017,2021,4,4,2,4,224,32,1,39000,1
2017,2021,4,4,2,2,235,35,1,55000,1
2015,2021,5,6,2,5,201,28,1,38000,0
2018,2021,5,3,2,2,244,33,3,38000,1
2017,2019,3,2,2,0,266,36,3,39000,1
2020,2021,3,1,1,5,168,12,3,33000,0
2020,2021,3,1,1,3,181,21,2,34000,1
2019,2021,2,2,2,2,233,33,1,38000,1
2020,2021,4,1,1,0,216,18,2,25000,1
2016,2021,2,5,2,3,220,42,1,39000,0
2019,2020,5,1,1,1,196,19,2,33000,1
2019,2020,3,1,1,3,180,14,1,33000,0
2017,2020,4,3,2,1,246,30,2,45000,0
2017,2019,2,2,2,3,223,38,2,39000,1
2018,2020,3,2,2,1,247,44,2,42000,1
2018,2020,5,2,2,0,275,39,1,52000,1
2020,2021,3,1,1,0,209,10,3,36000,0
2015,2021,3,6,2,5,205,26,2,39000,0
2020,2021,2,1,1,3,184,25,1,31000,1
2018,2019,4,1,1,1,198,19,3,37000,0
2020,2021,5,1,1,2,188,24,2,31000,1
2015,2018,3,3,2,1,240,41,2,47000,1
2018,2021,3,3,2,2,246,36,2,52000,1
2017,2019,4,2,2,5,204,30,1,39000,0
2017,2018,3,1,1,5,163,16,2,34000,0
2018,2020,3,2,2,2,239,35,1,49000,1
2016,2018,2,2,2,2,244,37,3,38000,1
2017,2021,4,4,2,1,248,44,1,64000,1
2015,2018,5,3,2,0,255,30,1,40000,0
2017,2018,3,1,1,3,176,23,1,33000,0
2017,2021,3,4,2,0,300,43,2,43000,1
2019,2020,5,1,1,1,197,12,1,36000,0
2016,2018,5,2,2,0,292,43,1,68000,1
2016,2021,2,5,2,1,250,45,1,39000,1
2016,2021,4,5,2,3,229,37,3,39000,1
2015,2020,4,5,2,5,202,24,3,39000,0
2017,2018,4,1,1,5,163,15,2,39000,0
2015,2017,5,2,2,1,243,34,1,55000,1
2016,2020,2,4,2,0,289,32,3,40000,1
2015,2021,5,6,2,5,209,24,2,38000,0
2020,2021,2,1,1,1,198,22,3,38000,0
2017,2019,2,2,2,5,210,22,1,40000,0
2015,2021,4,6,2,5,203,24,2,39000,0
2017,2018,2,1,1,5,162,25,1,35000,0
2018,2019,5,1,1,0,207,17,2,31000,1
2016,2020,3,4,2,5,201,25,1,39000,0
2020,2021,2,1,1,3,176,24,2,32000,0
2018,2020,2,2,2,5,210,22,3,39000,0
2020,2021,4,1,1,3,184,15,3,40000,0
2020,2021,3,1,1,5,168,10,1,31000,0
2018,2020,3,2,2,0,284,32,1,43000,1
2016,2021,3,5,2,2,246,44,1,47000,1
2020,2021,5,1,1,2,185,11,3,31000,0
2015,2020,3,5,2,2,241,39,1,42000,1
2018,2019,5,1,1,0,208,22,1,25000,1
2018,2020,3,2,2,2,244,40,1,41000,1
2018,2019,5,1,1,4,174,10,1,35000,0
2018,2020,5,2,2,4,221,30,1,39000,0
2019,2020,5,1,1,5,164,12,1,36000,0
2017,2019,5,2,2,5,207,27,1,40000,0
2016,2021,2,5,2,3,229,36,3,39000,1
2019,2020,5,1,1,2,190,20,3,33000,0
2019,2021,5,2,2,0,269,40,1,53000,1
2019,2021,5,2,2,3,227,38,3,38000,1
2020,2021,5,1,1,4,173,23,3,33000,0
2016,2018,3,2,2,5,202,29,3,39000,0
2020,2021,5,1,1,4,174,23,1,34000,0
2018,2021,4,3,2,1,240,37,1,51000,1
2019,2020,2,1,1,5,165,11,1,39000,0
2015,2018,5,3,2,3,233,42,1,55000,1
2018,2021,5,3,2,2,232,44,2,62000,1
2019,2020,5,1,1,0,205,10,1,35000,0
2020,2021,4,1,1,3,182,25,1,34000,1
2019,2020,5,1,1,2,184,11,1,33000,0
2020,2021,5,1,1,1,195,14,2,35000,0
2020,2021,5,1,1,2,192,16,1,34000,0
2015,2018,2,3,2,0,290,30,2,40000,0
2019,2020,5,1,1,2,188,18,1,30000,1
2020,2021,4,1,1,5,166,14,2,39000,0
2017,2020,4,3,2,4,216,39,3,39000,0
2016,2020,3,4,2,0,273,45,1,47000,1
2018,2021,5,3,2,3,222,44,3,39000,1
2020,2021,3,1,1,1,199,18,1,34000,1
2018,2019,3,1,1,2,187,14,2,33000,0
2016,2018,3,2,2,1,241,37,3,39000,1
2017,2018,4,1,1,4,175,10,1,36000,0
2018,2020,5,2,2,2,249,45,2,62000,1
2019,2021,4,2,2,3,222,45,2,43000,1
2017,2018,5,1,1,5,168,17,2,34000,0
2016,2017,5,1,1,0,215,20,1,32000,1
2018,2020,5,2,2,1,242,33,1,43000,1
2016,2017,5,1,1,4,171,22,2,39000,0
2017,2021,5,4,2,5,201,23,1,39000,0
2020,2021,5,1,1,4,171,12,1,35000,0
2015,2016,3,1,1,3,184,13,2,34000,0
2016,2021,3,5,2,1,246,37,2,52000,1
2017,2019,3,2,2,3,230,30,1,50000,0
2017,2020,3,3,2,0,276,36,3,39000,1
2020,2021,2,1,1,1,198,14,2,32000,0
2018,2020,4,2,2,0,281,33,2,54000,1
2015,2020,5,5,2,4,219,36,1,40000,0
2015,2016,3,1,1,4,176,17,1,34000,0
2020,2021,5,1,1,4,169,22,1,31000,0
2020,2021,2,1,1,0,219,13,2,33000,0
2015,2021,5,6,2,1,250,31,2,41000,1
2017,2021,2,4,2,5,201,27,2,40000,0
2016,2021,5,5,2,0,289,32,1,55000,1
2019,2021,5,2,2,1,250,37,1,46000,1
2018,2020,2,2,2,3,222,42,2,40000,1
2020,2021,5,1,1,5,165,16,1,31000,0
2017,2018,4,1,1,0,201,21,1,31000,1
2016,2017,5,1,1,3,184,22,1,31000,1
2018,2021,2,3,2,3,232,45,2,40000,1
2019,2020,5,1,1,5,161,22,1,40000,0
2017,2021,4,4,2,4,227,30,2,39000,0
2017,2019,2,2,2,4,213,32,1,38000,0
2020,2021,5,1,1,0,220,24,1,26000,1
2018,2020,4,2,2,1,241,32,3,40000,1
2018,2021,2,3,2,5,206,27,1,39000,0
2015,2018,4,3,2,3,232,35,2,44000,1
2016,2018,5,2,2,1,247,37,1,53000,1
2019,2020,2,1,1,2,188,24,3,34000,0
2015,2020,3,5,2,0,273,42,1,45000,1
2017,2020,2,3,2,5,200,22,3,38000,0
2020,2021,3,1,1,0,211,14,3,35000,0
2020,2021,4,1,1,4,168,20,1,32000,0
2020,2021,3,1,1,0,209,12,2,31000,0
2020,2021,3,1,1,3,184,20,1,28000,1
2019,2020,2,1,1,2,190,21,2,38000,1
2019,2020,3,1,1,3,181,12,3,39000,0
2019,2020,3,1,1,0,218,12,1,38000,0
2017,2021,3,4,2,2,235,31,1,48000,1
2017,2021,2,4,2,1,245,39,3,39000,1
2020,2021,3,1,1,2,185,18,2,33000,1
2020,2021,2,1,1,4,174,10,1,36000,0
2020,2021,2,1,1,3,182,14,3,34000,0
2015,2019,4,1,1,4,174,17,3,40000,0
2018,2019,4,1,1,4,173,23,2,35000,0
2017,2021,5,4,2,4,211,43,1,39000,0
2019,2020,3,1,1,5,167,25,3,31000,0
2016,2021,4,5,2,2,242,33,1,52000,1
2017,2020,5,3,2,4,216,40,1,39000,0
2020,2021,3,1,1,5,166,18,3,38000,0
2020,2021,2,1,1,0,218,21,1,34000,1
2017,2019,4,2,2,3,237,41,3,39000,1
2015,2020,5,5,2,4,221,39,3,38000,1
2016,2019,3,3,2,4,221,44,2,39000,1
2018,2021,4,3,2,4,212,36,2,40000,0
2015,2016,5,1,1,3,178,22,3,33000,0
2017,2020,2,3,2,4,215,30,3,38000,0
2018,2020,4,2,2,4,222,31,2,40000,1
2018,2020,5,2,2,1,248,39,1,42000,1
2020,2021,4,1,1,5,163,17,2,34000,0
2015,2016,5,1,1,0,205,20,1,29000,1
2015,2018,3,3,2,1,249,32,1,41000,1
2018,2019,4,1,1,0,211,17,3,37000,0
2019,2020,4,1,1,3,181,18,2,32000,1
2015,2020,3,5,2,3,238,31,1,46000,1
2016,2018,4,2,2,1,250,31,2,54000,1
2019,2020,4,1,1,5,161,10,3,38000,0
2018,2019,5,1,1,3,176,19,2,28000,0
2019,2020,2,1,1,1,197,12,1,36000,0
2015,2018,4,3,2,1,246,38,1,53000,1
2016,2018,5,2,2,4,223,32,1,38000,1
2019,2020,3,1,1,0,212,13,1,34000,0
2020,2021,5,1,1,2,191,21,1,28000,1
2016,2018,4,2,2,3,238,43,1,46000,1
2018,2020,2,2,2,5,201,27,1,39000,0
2020,2021,2,1,1,0,204,13,1,40000,0
2016,2019,3,3,2,5,202,29,1,39000,0
2016,2017,5,1,1,4,174,19,1,32000,0
2020,2021,2,1,1,2,186,19,1,33000,1
2020,2021,4,1,1,5,161,17,3,40000,0
2016,2019,2,3,2,0,277,37,3,39000,1
2015,2021,2,6,2,0,263,45,3,39000,1
2020,2021,4,1,1,0,200,19,2,34000,1
2020,2021,4,1,1,3,182,13,1,38000,0
2020,2021,5,1,1,1,200,12,1,35000,0
2020,2021,3,1,1,4,175,22,3,39000,0
2017,2018,3,1,1,4,170,19,1,37000,0
2020,2021,2,1,1,4,168,11,1,30000,0
2015,2018,2,3,2,5,202,22,2,39000,0
2019,2021,5,2,2,1,240,37,1,45000,1
2019,2021,3,2,2,3,240,44,2,49000,1
2020,2021,5,1,1,0,214,13,1,37000,0
2015,2020,5,5,2,2,247,32,2,40000,1
2015,2021,4,6,2,1,247,30,3,39000,0
2018,2020,3,2,2,5,205,30,1,39000,0
2019,2021,4,2,2,1,240,30,3,39000,0
2018,2021,5,3,2,3,229,34,1,48000,1
2017,2021,4,4,2,3,233,41,1,52000,1
2019,2020,2,1,1,0,206,14,3,35000,0
2020,2021,3,1,1,1,196,16,1,28000,0
2017,2021,3,4,2,1,240,33,1,50000,1
2015,2016,2,1,1,4,174,18,2,35000,0
2016,2020,4,4,2,5,201,25,2,39000,0
2017,2019,4,2,2,3,225,32,2,48000,1
2016,2017,3,1,1,0,203,18,3,40000,0
2015,2019,2,1,1,5,164,24,3,33000,0
2020,2021,4,1,1,5,161,19,2,33000,0
2015,2020,2,5,2,4,230,35,2,38000,1
2018,2021,5,3,2,4,229,41,1,39000,1
2019,2021,3,2,2,3,220,33,2,51000,0
2015,2021,2,6,2,3,221,40,2,39000,1
2020,2021,4,1,1,2,191,12,3,35000,0
2019,2021,4,2,2,3,230,36,2,44000,1
2016,2020,2,4,2,3,221,34,1,40000,1
2017,2019,2,2,2,4,225,35,3,40000,1
2018,2019,4,1,1,3,179,11,1,32000,0
2015,2017,2,2,2,0,270,38,2,38000,1
2016,2018,2,2,2,3,239,32,1,39000,1
2015,2017,5,2,2,2,232,37,1,48000,1
2017,2020,2,3,2,2,240,41,1,39000,1
2017,2021,5,4,2,2,237,42,2,69000,1
2020,2021,3,1,1,4,174,23,2,31000,0
2018,2019,5,1,1,1,193,12,1,30000,0
2019,2021,2,2,2,2,245,44,2,39000,1
2020,2021,3,1,1,4,171,12,3,31000,0
2019,2021,3,2,2,0,255,44,2,47000,1
2017,2021,4,4,2,3,222,31,2,50000,1
2016,2020,3,4,2,4,224,45,2,40000,1
2018,2019,3,1,1,4,175,19,1,33000,0
2019,2021,2,2,2,0,257,45,1,39000,1
2019,2020,2,1,1,4,176,22,1,34000,0
2019,2021,4,2,2,4,223,39,2,39000,1
2015,2017,5,2,2,5,202,27,1,39000,0
2019,2020,5,1,1,4,170,17,1,30000,0
2017,2019,3,2,2,2,232,43,2,52000,1
2018,2021,3,3,2,2,250,30,1,53000,0
2017,2018,2,1,1,5,165,20,1,40000,0
2020,2021,4,1,1,1,200,25,2,31000,1
2018,2020,3,2,2,5,210,25,2,38000,0
2019,2020,3,1,1,4,172,22,3,32000,0
2018,2021,5,3,2,3,239,34,1,45000,1
2016,2018,5,2,2,5,209,28,1,39000,0
2019,2021,3,2,2,1,247,30,3,39000,0
2017,2021,5,4,2,1,240,40,1,46000,1
2020,2021,4,1,1,4,171,12,2,30000,0
2016,2021,2,5,2,1,242,37,1,39000,1
2020,2021,4,1,1,2,184,11,1,31000,0
2015,2016,5,1,1,1,200,19,1,30000,1
2015,2020,5,5,2,0,250,33,1,42000,1
2017,2021,2,4,2,1,243,30,2,40000,0
2016,2021,3,5,2,0,263,32,1,53000,1
2015,2020,4,5,2,5,210,27,3,40000,0
2015,2021,2,6,2,3,237,34,2,39000,1
2018,2021,4,3,2,5,202,25,1,39000,0
2015,2018,4,3,2,1,245,31,1,55000,1
2015,2019,3,1,1,3,179,15,1,40000,0
2019,2020,3,1,1,1,195,20,1,31000,1
2015,2021,3,6,2,4,212,34,1,38000,0
2019,2021,4,2,2,1,250,43,2,65000,1
2015,2020,2,5,2,3,225,43,2,39000,1
2020,2021,5,1,1,4,175,12,3,32000,0
2015,2019,4,1,1,5,162,17,1,31000,0
2019,2020,3,1,1,5,164,21,2,38000,0
2018,2021,4,3,2,5,210,24,1,38000,0
2020,2021,3,1,1,1,199,21,1,30000,1
2016,2017,2,1,1,0,200,19,1,38000,1
2015,2018,2,3,2,0,252,45,3,38000,1
2015,2020,5,5,2,0,276,41,2,61000,1
2019,2021,5,2,2,5,206,28,1,39000,0
2016,2019,2,3,2,0,298,38,3,38000,1
2016,2019,5,3,2,1,241,45,2,70000,1
2018,2021,2,3,2,2,230,40,1,38000,1
2019,2021,3,2,2,4,216,31,2,40000,0
2020,2021,4,1,1,0,214,11,2,40000,0
2018,2021,3,3,2,3,228,44,2,53000,1
2015,2017,3,2,2,5,206,25,2,39000,0
2015,2021,3,6,2,4,223,39,1,40000,1
2018,2020,4,2,2,3,226,40,2,50000,1
2015,2016,4,1,1,2,187,24,1,33000,1
2018,2021,5,3,2,0,279,38,1,50000,1
2019,2021,3,2,2,3,225,36,2,53000,1
2019,2020,5,1,1,3,177,20,1,28000,0
2017,2020,3,3,2,5,204,25,2,39000,0
2019,2020,5,1,1,1,198,10,1,32000,0
2017,2020,3,3,2,4,212,33,3,38000,0
2018,2021,3,3,2,4,215,44,2,40000,0
2016,2017,4,1,1,3,182,15,3,32000,0
2015,2016,5,1,1,5,166,23,3,39000,0
2018,2020,5,2,2,0,283,42,3,40000,1
2019,2020,5,1,1,1,195,18,2,31000,1
2016,2017,4,1,1,0,207,20,2,26000,1
2020,2021,4,1,1,4,173,17,1,38000,0
2020,2021,2,1,1,3,179,25,2,30000,0
2017,2019,2,2,2,1,244,34,1,39000,1
2019,2021,2,2,2,2,238,31,2,39000,1
2017,2021,4,4,2,4,229,38,1,39000,1
2016,2021,2,5,2,4,219,32,2,39000,0
2018,2021,4,3,2,5,207,26,1,40000,0
2017,2019,2,2,2,5,209,25,1,38000,0
2019,2021,5,2,2,3,236,39,2,45000,1
2017,2019,5,2,2,1,245,43,1,63000,1
2019,2020,5,1,1,4,172,25,2,35000,0
2020,2021,4,1,1,2,185,13,3,30000,0
2015,2016,4,1,1,5,166,17,2,31000,0
2016,2021,4,5,2,2,248,39,3,38000,1
2019,2021,5,2,2,3,222,32,1,50000,1
2019,2021,2,2,2,0,258,37,3,39000,1
2019,2021,3,2,2,1,242,39,1,47000,1
2015,2017,5,2,2,4,210,28,1,39000,0
2020,2021,5,1,1,3,178,19,1,30000,0
2016,2021,3,5,2,1,242,41,3,40000,1
2017,2018,3,1,1,4,171,25,2,31000,0
2016,2021,3,5,2,2,242,35,3,38000,1
2020,2021,5,1,1,3,178,12,2,39000,0
2015,2021,2,6,2,4,226,30,3,40000,0
2020,2021,5,1,1,5,161,13,2,36000,0
2017,2018,2,1,1,1,199,14,2,38000,0
2015,2020,2,5,2,1,247,37,1,40000,1
2016,2017,5,1,1,2,191,14,1,31000,0
2017,2019,2,2,2,0,260,43,3,40000,1
2018,2019,2,1,1,1,195,14,3,36000,0
2016,2018,5,2,2,1,241,33,1,49000,1
2019,2020,3,1,1,2,190,21,1,33000,1
2016,2018,4,2,2,5,209,23,2,39000,0
2018,2020,4,2,2,5,201,27,3,39000,0
2020,2021,3,1,1,0,208,24,3,37000,0
2019,2020,4,1,1,5,167,18,2,33000,0
2020,2021,5,1,1,1,195,18,2,27000,1
2016,2017,4,1,1,3,184,23,1,34000,1
2018,2020,4,2,2,1,245,41,2,64000,1
2018,2020,4,2,2,0,277,40,2,55000,1
2020,2021,4,1,1,1,197,21,2,31000,1
2019,2020,4,1,1,5,161,15,3,31000,0
2015,2020,3,5,2,5,208,30,3,40000,0
